date,gold_usd_oz,silver_usd_oz,platinum_usd_oz
1987-09-09,458.3,7.516,
1987-09-10,460.2,7.595,
1987-09-11,459.85,7.821,
1987-09-14,455.55,7.555,
1987-09-15,458.8,7.71,
1987-09-16,458.4,7.621,
1987-09-17,460.5,7.509,
1987-09-18,461.7,7.631,
1987-09-21,459.1,7.36,
1987-09-22,461.55,7.658,
1987-09-23,462.4,7.542,
1987-09-24,464,7.635,
1987-09-25,461.8,7.57,
1987-09-28,460.85,7.63,
1987-09-29,459.4,7.55,
1987-09-30,459.5,7.642,
1987-10-01,454.9,7.55,
1987-10-02,454.35,7.534,
1987-10-05,456.5,7.568,
1987-10-06,458,7.62,
1987-10-07,458.05,7.653,
1987-10-08,458.15,7.654,
1987-10-09,462.05,7.82,
1987-10-12,461.75,7.832,
1987-10-13,459.2,7.73,
1987-10-14,460.8,7.701,
1987-10-15,466.6,7.815,
1987-10-16,465.25,,
1987-10-19,481,8.308,
1987-10-20,464.3,7.835,
1987-10-21,467,7.504,
1987-10-22,471.65,7.502,
1987-10-23,470.5,7.526,
1987-10-26,475,7.574,
1987-10-27,474,7.35,
1987-10-28,477.5,7.456,
1987-10-29,472.45,7.14,
1987-10-30,468.8,6.88,
1987-11-02,469.5,7,
1987-11-03,464.25,6.955,
1987-11-04,466.15,6.74,
1987-11-05,457.55,6.285,
1987-11-06,460,6.372,
1987-11-09,463.5,6.661,
1987-11-10,458.25,6.411,
1987-11-11,461.85,6.49,
1987-11-12,462.45,6.641,
1987-11-13,464.95,6.71,
1987-11-16,462.1,6.557,
1987-11-17,464.6,6.726,
1987-11-18,463.7,6.662,
1987-11-19,465.15,6.645,
1987-11-20,465.7,6.6,
1987-11-23,469.4,6.634,
1987-11-24,475,6.923,
1987-11-25,476.5,6.885,
1987-11-26,477.65,6.95,
1987-11-27,478.4,7.003,
1987-11-30,492.5,7.254,
1987-12-01,487.8,6.99,
1987-12-02,490.9,6.932,
1987-12-03,491.1,6.955,
1987-12-04,496.25,6.837,
1987-12-07,481.15,6.63,
1987-12-08,484.3,6.705,
1987-12-09,484.2,6.76,
1987-12-10,488,6.725,
1987-12-11,493.5,7.01,
1987-12-14,499.75,7.04,
1987-12-15,492.5,6.91,
1987-12-16,486.3,6.715,
1987-12-17,477.5,6.771,
1987-12-18,481,6.794,
1987-12-21,480,6.773,
1987-12-22,483,6.782,
1987-12-23,481.5,6.761,
1987-12-24,483.6,6.73,
1987-12-29,485.7,6.81,
1987-12-30,484.1,6.7,
1988-01-04,480.5,6.635,
1988-01-05,475.5,6.5,
1988-01-06,481.4,6.75,
1988-01-07,483.5,6.998,
1988-01-08,483.9,6.85,
1988-01-11,483.9,6.99,
1988-01-12,480.4,6.857,
1988-01-13,481.9,6.764,
1988-01-14,481.4,6.785,
1988-01-15,480.3,6.821,
1988-01-18,475.4,6.7,
1988-01-19,477.1,6.701,
1988-01-20,477.65,6.73,
1988-01-21,477.2,6.673,
1988-01-22,476.2,6.707,
1988-01-25,476.25,6.752,
1988-01-26,469.75,6.622,
1988-01-27,465,6.614,
1988-01-28,466.35,6.635,
1988-01-29,458,6.55,
1988-02-01,452.7,6.535,
1988-02-02,455.9,6.615,
1988-02-03,445.4,6.406,
1988-02-04,443.25,6.344,
1988-02-05,441.7,6.388,
1988-02-08,442.1,6.325,
1988-02-09,438.6,6.293,
1988-02-10,441.1,6.323,
1988-02-11,440.6,6.27,
1988-02-12,443.6,6.282,
1988-02-15,445.5,6.35,
1988-02-16,445,6.35,
1988-02-17,445.6,6.36,
1988-02-18,447.25,6.433,
1988-02-19,442.9,6.351,
1988-02-22,445.5,6.385,
1988-02-23,442.4,6.375,
1988-02-24,435.75,6.244,
1988-02-25,432.1,6.201,
1988-02-26,430.45,6.205,
1988-02-29,426.15,6.137,
1988-03-01,429.3,6.208,
1988-03-02,428.9,6.24,
1988-03-03,429.1,6.2,
1988-03-04,431.8,6.266,
1988-03-07,435.9,6.36,
1988-03-08,436.35,6.378,
1988-03-09,436.5,6.293,
1988-03-10,442.4,6.387,
1988-03-11,441.8,6.33,
1988-03-14,442.25,6.23,
1988-03-15,442.2,6.267,
1988-03-16,446.2,6.369,
1988-03-17,445.5,6.309,
1988-03-18,442.85,6.319,
1988-03-21,449.25,6.363,
1988-03-22,447.9,6.432,
1988-03-23,449.5,6.476,
1988-03-24,453.95,6.67,
1988-03-25,451.8,6.617,
1988-03-28,453.9,6.65,
1988-03-29,454.9,6.639,
1988-03-30,453.75,6.689,
1988-03-31,456.95,6.752,
1988-04-05,453.6,6.73,
1988-04-06,449.85,6.602,
1988-04-07,447.2,6.46,
1988-04-08,449.4,6.415,
1988-04-11,448.8,6.405,
1988-04-12,450.8,6.44,
1988-04-13,449.35,6.372,
1988-04-14,450.35,6.356,
1988-04-15,456.3,6.46,
1988-04-18,458,6.495,
1988-04-19,456.9,6.42,
1988-04-20,457.4,6.472,
1988-04-21,454.25,6.429,
1988-04-22,448.6,6.411,
1988-04-25,450.2,6.41,
1988-04-26,447,6.383,
1988-04-27,450.3,6.37,
1988-04-28,452.1,6.495,
1988-04-29,449,6.463,
1988-05-03,445.9,6.358,
1988-05-04,443.25,6.318,
1988-05-05,444.85,6.352,
1988-05-06,442.8,6.365,
1988-05-09,440.4,6.375,
1988-05-10,446.65,6.45,
1988-05-11,449.1,6.543,
1988-05-12,451,6.53,
1988-05-13,449.5,6.55,
1988-05-16,453.25,6.665,
1988-05-17,454.7,6.585,
1988-05-18,454,6.56,
1988-05-19,457.9,6.725,
1988-05-20,454.9,6.62,
1988-05-23,457.25,6.76,
1988-05-24,457.25,6.694,
1988-05-25,453.9,6.64,
1988-05-26,453.25,6.57,
1988-05-27,452,6.585,
1988-05-31,445.5,6.6,
1988-06-01,456.75,6.708,
1988-06-02,453.7,6.76,
1988-06-03,464.7,7.22,
1988-06-06,464.55,7.233,
1988-06-07,464.4,7.28,
1988-06-08,457.85,7.191,
1988-06-09,455.45,6.983,
1988-06-10,457.6,7.13,
1988-06-13,449,6.98,
1988-06-14,446.5,6.98,
1988-06-15,452,7.028,
1988-06-16,453.9,7.161,
1988-06-17,450.25,7.114,
1988-06-20,454.2,7.225,
1988-06-21,451.65,7.185,
1988-06-22,448.5,7.099,
1988-06-23,447.8,6.994,
1988-06-24,443.25,6.913,
1988-06-27,443.3,6.843,
1988-06-28,443.85,6.963,
1988-06-29,433.55,6.709,
1988-06-30,436.55,6.65,
1988-07-01,436.85,6.686,
1988-07-04,,6.713,
1988-07-05,437.55,6.725,
1988-07-06,436.8,6.775,
1988-07-07,440.9,6.945,
1988-07-08,439.4,6.946,
1988-07-11,436.8,7.095,
1988-07-12,433.8,6.89,
1988-07-13,435,6.97,
1988-07-14,440.75,7.241,
1988-07-15,439.1,7.323,
1988-07-18,435.65,7.24,
1988-07-19,436.25,7.151,
1988-07-20,444,7.821,
1988-07-21,444.75,7.76,
1988-07-22,442.2,7.707,
1988-07-25,438.5,7.581,
1988-07-26,431.2,6.986,
1988-07-27,432.85,6.927,
1988-07-28,432.75,6.778,
1988-07-29,436.8,6.8,
1988-08-01,434.6,6.863,
1988-08-02,432.75,6.823,
1988-08-03,434.1,6.76,
1988-08-04,433.1,6.852,
1988-08-05,432.85,6.835,
1988-08-08,432,6.798,
1988-08-09,425.8,6.699,
1988-08-10,427.2,6.602,
1988-08-11,427.95,6.698,
1988-08-12,433.25,6.716,
1988-08-15,430.25,6.695,
1988-08-16,432.65,6.753,
1988-08-17,429,6.62,
1988-08-18,430.55,6.648,
1988-08-19,432.6,6.675,
1988-08-22,431,6.62,
1988-08-23,432.6,6.736,
1988-08-24,433,6.727,
1988-08-25,434.2,6.779,
1988-08-26,433.15,6.705,
1988-08-30,427.75,6.51,
1988-08-31,427.75,6.459,
1988-09-01,430.4,6.548,
1988-09-02,428.75,6.569,
1988-09-05,,6.49,
1988-09-06,428.45,6.537,
1988-09-07,427.25,6.509,
1988-09-08,428.25,6.57,
1988-09-09,429.4,6.633,
1988-09-12,419.4,6.422,
1988-09-13,420.45,6.443,
1988-09-14,421.5,6.51,
1988-09-15,418.85,6.488,
1988-09-16,415.15,6.432,
1988-09-19,409,6.29,
1988-09-20,410,6.346,
1988-09-21,400.65,6.188,
1988-09-22,397.75,6.167,
1988-09-23,400.35,6.238,
1988-09-26,395.3,6.098,
1988-09-27,397.1,6.145,
1988-09-28,395.4,6.175,
1988-09-29,398.5,6.213,
1988-09-30,397.7,6.169,
1988-10-03,396,6.124,
1988-10-04,398.5,6.207,
1988-10-05,395.45,6.222,
1988-10-06,403.75,6.323,
1988-10-07,403.9,6.31,
1988-10-10,406.75,6.348,
1988-10-11,407.25,6.335,
1988-10-12,406.4,6.255,
1988-10-13,406.7,6.332,
1988-10-14,407.6,6.279,
1988-10-17,413,6.343,
1988-10-18,411.45,6.414,
1988-10-19,411.25,6.321,
1988-10-20,412.2,6.34,
1988-10-21,410.25,6.34,
1988-10-24,405.5,6.22,
1988-10-25,407.65,6.235,
1988-10-26,407.4,6.25,
1988-10-27,407.5,6.23,
1988-10-28,411.5,6.214,
1988-10-31,412.4,6.307,
1988-11-01,410.9,6.275,
1988-11-02,414.75,6.347,
1988-11-03,423.4,6.503,
1988-11-04,421,6.401,
1988-11-07,420.6,6.425,
1988-11-08,418.35,6.479,
1988-11-09,420.8,6.407,
1988-11-10,419.1,6.517,
1988-11-11,420.3,6.439,
1988-11-14,419.3,6.385,
1988-11-15,424,6.43,
1988-11-16,423.85,6.38,
1988-11-17,422,6.326,
1988-11-18,417.75,6.207,
1988-11-21,415.95,6.139,
1988-11-22,418.4,6.065,
1988-11-23,419.25,6.105,
1988-11-24,419.95,6.14,
1988-11-25,424.1,6.136,
1988-11-28,424.25,6.165,
1988-11-29,423.1,6.136,
1988-11-30,422.6,6.069,
1988-12-01,424.75,6.162,
1988-12-02,424.25,6.108,
1988-12-05,429,6.188,
1988-12-06,427.75,6.154,
1988-12-07,422.6,6.106,
1988-12-08,423.2,6.173,
1988-12-09,419.75,6.122,
1988-12-12,420,6.141,
1988-12-13,420.5,6.141,
1988-12-14,420,6.135,
1988-12-15,418.45,6.193,
1988-12-16,411.75,6.08,
1988-12-19,413.7,6.09,
1988-12-20,412.9,6.081,
1988-12-21,414.6,6.116,
1988-12-22,417.25,6.11,
1988-12-23,,6.123,
1988-12-28,,6.094,
1988-12-29,412.85,6.07,
1988-12-30,410.25,6.05,
1989-01-03,411.6,6.07,
1989-01-04,409.35,6.028,
1989-01-05,407.25,5.957,
1989-01-06,406.35,5.972,
1989-01-09,402.45,5.93,
1989-01-10,404.5,5.96,
1989-01-11,403.8,5.909,
1989-01-12,404.15,5.956,
1989-01-13,405.55,5.911,
1989-01-16,401.5,5.873,
1989-01-17,402.25,5.906,
1989-01-18,402.5,5.935,
1989-01-19,403.6,5.923,
1989-01-20,405.5,5.99,
1989-01-23,407.45,6.162,
1989-01-24,408.3,6.21,
1989-01-25,404.2,6.12,
1989-01-26,406.25,6.19,
1989-01-27,399.75,6.082,
1989-01-30,394,5.866,
1989-01-31,394,5.847,
1989-02-01,392.8,5.82,
1989-02-02,391.1,5.824,
1989-02-03,390,5.813,
1989-02-06,387.9,5.819,
1989-02-07,391,5.902,
1989-02-08,390.55,5.878,
1989-02-09,393.8,5.934,
1989-02-10,389.6,5.9,
1989-02-13,384.5,5.79,
1989-02-14,384.1,5.83,
1989-02-15,381,5.798,
1989-02-16,384.25,5.883,
1989-02-17,380.4,5.834,
1989-02-20,,5.927,
1989-02-21,383.5,5.931,
1989-02-22,386.75,5.946,
1989-02-23,390.5,5.972,
1989-02-24,388.4,5.943,
1989-02-27,390.6,5.952,
1989-02-28,387,5.858,
1989-03-01,384.05,5.838,
1989-03-02,383.9,5.758,
1989-03-03,386.4,5.807,
1989-03-06,387.25,5.827,
1989-03-07,390.75,5.799,
1989-03-08,394.6,5.895,
1989-03-09,391.5,5.869,
1989-03-10,393.5,6.037,
1989-03-13,392.5,6.04,
1989-03-14,395,6.06,
1989-03-15,392.9,6.133,
1989-03-16,389.4,6.062,
1989-03-17,394.3,6.052,
1989-03-20,395.5,6.152,
1989-03-21,392.75,6.081,
1989-03-22,393.35,6.057,
1989-03-23,394.9,6.093,
1989-03-28,390.75,5.969,
1989-03-29,382.95,5.826,
1989-03-30,383.7,5.816,
1989-03-31,383.2,5.766,
1989-04-03,378.6,5.791,
1989-04-04,376.65,5.826,
1989-04-05,383,5.802,
1989-04-06,384.35,5.81,
1989-04-07,382.25,5.813,
1989-04-10,381.5,5.758,
1989-04-11,385,5.824,
1989-04-12,387.25,5.82,
1989-04-13,390.25,5.878,
1989-04-14,386.2,5.863,
1989-04-17,385.15,5.798,
1989-04-18,383.95,5.815,
1989-04-19,383.9,5.762,
1989-04-20,384,5.775,
1989-04-21,384,5.78,
1989-04-24,383.55,5.76,
1989-04-25,385.9,5.813,
1989-04-26,383.85,5.778,
1989-04-27,384.25,5.762,
1989-04-28,377.55,5.639,
1989-05-02,377.45,5.65,
1989-05-03,378.6,5.637,
1989-05-04,378.25,5.633,
1989-05-05,375.7,5.617,
1989-05-08,378.25,5.601,
1989-05-09,376.1,5.594,
1989-05-10,377.2,5.67,
1989-05-11,378.35,5.64,
1989-05-12,377.3,5.659,
1989-05-15,373.8,5.504,
1989-05-16,374.5,5.508,
1989-05-17,371.9,5.503,
1989-05-18,370,5.427,
1989-05-19,365.5,5.367,
1989-05-22,359.75,5.086,
1989-05-23,364.5,5.1,
1989-05-24,361.5,5.168,
1989-05-25,363.6,5.211,
1989-05-26,365.8,5.33,
1989-05-30,361.2,5.219,
1989-05-31,361.8,5.22,
1989-06-01,361.4,5.159,
1989-06-02,361.5,5.22,
1989-06-05,365.2,5.311,
1989-06-06,364.9,5.239,
1989-06-07,374.2,5.403,
1989-06-08,374.5,5.423,
1989-06-09,368.25,5.393,
1989-06-12,359.9,5.192,
1989-06-13,358.7,5.222,
1989-06-14,361.1,5.233,
1989-06-15,361.5,5.205,
1989-06-16,365.35,5.309,
1989-06-19,364.4,5.324,
1989-06-20,366.6,5.34,
1989-06-21,365.9,5.24,
1989-06-22,369.75,5.327,
1989-06-23,370,5.307,
1989-06-26,374.7,5.313,
1989-06-27,376.25,5.287,
1989-06-28,373.75,5.3,
1989-06-29,376.3,5.278,
1989-06-30,373,5.174,
1989-07-03,374.5,5.193,
1989-07-04,376.25,5.231,
1989-07-05,383.6,5.26,
1989-07-06,385.5,5.36,
1989-07-07,383.55,5.343,
1989-07-10,383.25,5.26,
1989-07-11,378.75,5.225,
1989-07-12,379.75,5.25,
1989-07-13,375.75,5.201,
1989-07-14,370.8,5.18,
1989-07-17,370.6,5.23,
1989-07-18,371.7,5.245,
1989-07-19,370.7,5.223,
1989-07-20,371.05,5.18,
1989-07-21,372.4,5.229,
1989-07-24,371.95,5.206,
1989-07-25,371.25,5.214,
1989-07-26,372.3,5.209,
1989-07-27,374.15,5.234,
1989-07-28,369.7,5.205,
1989-07-31,368.3,5.146,
1989-08-01,369,5.247,
1989-08-02,369.75,5.242,
1989-08-03,369.25,5.218,
1989-08-04,370.5,5.291,
1989-08-07,366.1,5.162,
1989-08-08,365.9,5.163,
1989-08-09,364.6,5.159,
1989-08-10,365.85,5.17,
1989-08-11,361.9,5.131,
1989-08-14,363.3,5.169,
1989-08-15,366.1,5.191,
1989-08-16,367.6,5.24,
1989-08-17,364.9,5.18,
1989-08-18,366.25,5.237,
1989-08-21,365.9,5.214,
1989-08-22,366.4,5.222,
1989-08-23,366.2,5.227,
1989-08-24,362.2,5.17,
1989-08-25,360.45,5.122,
1989-08-29,359.8,5.117,
1989-08-30,366.4,5.128,
1989-08-31,359.8,5.069,
1989-09-01,359.4,5.05,
1989-09-04,358.85,5.068,
1989-09-05,358.55,5.061,
1989-09-06,360.2,5.093,
1989-09-07,359.2,5.1,
1989-09-08,359.6,5.119,
1989-09-11,358.35,5.07,
1989-09-12,358.6,5.082,
1989-09-13,358.5,5.079,
1989-09-14,361.5,5.088,
1989-09-15,355.75,5.063,
1989-09-18,359.7,5.068,
1989-09-19,360.65,5.068,
1989-09-20,362.75,5.071,
1989-09-21,362.8,5.113,
1989-09-22,364.9,5.215,
1989-09-25,367.35,5.315,
1989-09-26,368,5.262,
1989-09-27,369,5.293,
1989-09-28,366.5,5.255,
1989-09-29,366.5,5.28,
1989-10-02,366.5,5.227,
1989-10-03,365.5,5.225,
1989-10-04,366,5.227,
1989-10-05,366.2,5.253,
1989-10-06,363,5.15,
1989-10-09,362.9,5.13,
1989-10-10,361.9,5.071,
1989-10-11,361.05,5.045,
1989-10-12,363.15,5.092,
1989-10-13,363.2,5.081,
1989-10-16,368.4,5.169,
1989-10-17,366.65,5.088,
1989-10-18,368.5,5.128,
1989-10-19,368.6,5.128,
1989-10-20,365.65,5.089,
1989-10-23,365.5,5.082,
1989-10-24,366.6,5.097,
1989-10-25,368.65,5.133,
1989-10-26,368.6,5.121,
1989-10-27,372.6,5.17,
1989-10-30,377,5.249,
1989-10-31,375.3,5.233,
1989-11-01,373.05,5.168,
1989-11-02,374.25,5.157,
1989-11-03,380.5,5.241,
1989-11-06,379.75,5.232,
1989-11-07,384.1,5.293,
1989-11-08,383.2,5.265,
1989-11-09,387.1,5.28,
1989-11-10,385.35,5.28,
1989-11-13,390.5,5.3,
1989-11-14,388.25,5.343,
1989-11-15,391.4,5.372,
1989-11-16,391.4,5.497,
1989-11-17,392,5.66,
1989-11-20,394.9,5.69,
1989-11-21,399,5.758,
1989-11-22,409.9,5.8,
1989-11-23,411.55,5.798,
1989-11-24,415.8,5.885,
1989-11-27,413.75,5.836,
1989-11-28,409.75,5.601,
1989-11-29,410.1,5.611,
1989-11-30,408.15,5.566,
1989-12-01,413.85,5.71,
1989-12-04,408.6,5.651,
1989-12-05,403.75,5.529,
1989-12-06,402.85,5.538,
1989-12-07,406,5.586,
1989-12-08,409.35,5.61,
1989-12-11,415.5,5.659,
1989-12-12,415.5,5.694,
1989-12-13,413,5.566,
1989-12-14,408.5,5.55,
1989-12-15,412.75,5.6,
1989-12-18,407.5,5.586,
1989-12-19,412.4,5.557,
1989-12-20,412.4,5.577,
1989-12-21,413,5.603,
1989-12-22,,5.595,
1989-12-27,406,5.532,
1989-12-28,398.6,5.291,
1989-12-29,,5.216,
1990-01-02,399,5.21,
1990-01-03,395,5.16,
1990-01-04,396.5,5.19,
1990-01-05,405,,
1990-01-08,404.6,5.28,
1990-01-09,403.45,5.24,
1990-01-10,409.1,5.26,
1990-01-11,412.1,5.31,
1990-01-12,416.25,5.33,
1990-01-15,415.6,5.33,
1990-01-16,412.75,5.22,
1990-01-17,410.4,5.22,
1990-01-18,413.4,5.27,
1990-01-19,408.65,5.2,
1990-01-22,406,5.2,
1990-01-23,408.25,5.26,
1990-01-24,420.75,5.28,
1990-01-25,415.65,5.22,
1990-01-26,418,5.27,
1990-01-29,418.75,5.25,
1990-01-30,418.15,5.2,
1990-01-31,415.05,,
1990-02-01,415.8,5.2,
1990-02-02,417.95,5.31,
1990-02-05,423,5.32,
1990-02-06,421.05,5.31,
1990-02-07,423.75,5.3,
1990-02-08,418,5.32,
1990-02-09,415.5,5.31,
1990-02-12,418.85,5.3,
1990-02-13,418.05,5.33,
1990-02-14,414.6,5.28,
1990-02-15,416.65,5.34,
1990-02-16,416.5,5.32,
1990-02-19,,5.33,
1990-02-20,419.95,5.35,
1990-02-21,420,5.33,
1990-02-22,417.65,5.28,
1990-02-23,415.85,5.25,
1990-02-26,411.3,5.23,
1990-02-27,407.55,5.17,
1990-02-28,407.7,5.12,
1990-03-01,406.3,5.14,
1990-03-02,405.05,5.14,
1990-03-05,403.5,5.12,
1990-03-06,405.35,5.13,
1990-03-07,400.5,5.14,
1990-03-08,400.7,5.14,
1990-03-09,399.3,5.1,
1990-03-12,401.25,5.12,
1990-03-13,397.25,5.05,
1990-03-14,398.75,5.08,
1990-03-15,399.5,5.09,
1990-03-16,400.65,5.11,
1990-03-19,402.1,5.12,
1990-03-20,399.65,5.11,
1990-03-21,392,5.04,
1990-03-22,392,5.06,
1990-03-23,393.5,5.09,
1990-03-26,370.25,4.96,
1990-03-27,368,4.95,
1990-03-28,372,5,
1990-03-29,371.5,4.96,
1990-03-30,368.5,4.96,
1990-04-02,368.4,4.93,
1990-04-03,375,5,
1990-04-04,374.25,5.01,
1990-04-05,378.4,5.14,
1990-04-06,377.7,5.17,
1990-04-09,376.7,5.14,
1990-04-10,375.2,5.11,
1990-04-11,374.5,5.08,
1990-04-12,375.5,5.12,
1990-04-16,374.7,,
1990-04-17,374,5.05,
1990-04-18,374.75,5.09,
1990-04-19,375.75,5.09,
1990-04-20,376,5.07,
1990-04-23,375.25,5.08,
1990-04-24,376.8,5.1,
1990-04-25,371.45,5.02,
1990-04-26,371.6,4.96,
1990-04-27,371.6,4.96,
1990-04-30,367.75,4.93,
1990-05-01,369.5,4.95,
1990-05-02,369.6,4.99,
1990-05-03,369.9,5.01,
1990-05-04,371.3,5.06,
1990-05-07,372.1,,
1990-05-08,370.65,5.03,
1990-05-09,370.3,4.99,
1990-05-10,371.75,5.03,
1990-05-11,368.55,5.04,
1990-05-14,369,5.05,
1990-05-15,367.75,5.03,
1990-05-16,369.85,5.02,
1990-05-17,369.2,5.02,
1990-05-18,369.9,5.04,
1990-05-21,373.1,5.13,
1990-05-22,375.1,5.12,
1990-05-23,364.5,5.09,
1990-05-24,366.5,5.21,
1990-05-25,366.5,5.22,
1990-05-29,367.7,5.23,
1990-05-30,366.4,5.13,
1990-05-31,363.05,5.07,
1990-06-01,363.45,5.07,
1990-06-04,357.05,5.05,
1990-06-05,358.1,5.05,
1990-06-06,359.5,5.09,
1990-06-07,352.8,4.98,
1990-06-08,353.5,5.01,
1990-06-11,354.7,4.99,
1990-06-12,355.75,5.01,
1990-06-13,350.5,4.97,
1990-06-14,345.85,4.91,
1990-06-15,346.9,4.83,
1990-06-18,349.25,4.83,
1990-06-19,348.65,4.83,
1990-06-20,346.9,4.82,
1990-06-21,349.75,4.83,
1990-06-22,348.4,4.82,
1990-06-25,353.4,4.84,
1990-06-26,349.35,4.8,
1990-06-27,350.65,4.81,
1990-06-28,352.3,4.82,
1990-06-29,352.2,4.84,
1990-07-02,357.4,4.9,
1990-07-03,362,4.95,
1990-07-04,,4.93,
1990-07-05,359.7,4.89,
1990-07-06,361.15,4.88,
1990-07-09,360.25,4.88,
1990-07-10,354,4.8,
1990-07-11,354.3,4.81,
1990-07-12,351.45,4.82,
1990-07-13,363.6,4.89,
1990-07-16,363.25,4.91,
1990-07-17,360.7,4.85,
1990-07-18,359.4,4.82,
1990-07-19,362.3,4.88,
1990-07-20,361,4.86,
1990-07-23,366.1,4.88,
1990-07-24,368.7,4.9,
1990-07-25,372.75,4.87,
1990-07-26,368.75,4.85,
1990-07-27,366.75,4.83,
1990-07-30,367.3,4.83,
1990-07-31,372.3,4.85,
1990-08-01,370.65,4.81,
1990-08-02,380.7,4.93,
1990-08-03,379,4.82,
1990-08-06,382.25,4.87,
1990-08-07,383.25,4.93,
1990-08-08,384.75,4.87,
1990-08-09,383.6,4.88,
1990-08-10,389.35,4.94,
1990-08-13,404.3,5.08,
1990-08-14,411.5,5.2,
1990-08-15,398.4,5.13,
1990-08-16,402.6,5.06,
1990-08-17,410.6,5.21,
1990-08-20,407.75,5.2,
1990-08-21,413.8,5.16,
1990-08-22,408.75,5.11,
1990-08-23,412.4,5.21,
1990-08-24,410.3,5.13,
1990-08-28,388.25,4.92,
1990-08-29,384.3,4.86,
1990-08-30,389.75,4.83,
1990-08-31,387.75,4.83,
1990-09-03,,4.85,
1990-09-04,381.4,4.81,
1990-09-05,383.3,4.75,
1990-09-06,387.5,4.8,
1990-09-07,384.6,4.78,
1990-09-10,384.5,4.77,
1990-09-11,378.5,4.75,
1990-09-12,382.05,4.79,
1990-09-13,382.2,4.8,
1990-09-14,386.2,4.78,
1990-09-17,389.4,4.78,
1990-09-18,386,4.78,
1990-09-19,386.5,4.8,
1990-09-20,386.95,4.79,
1990-09-21,389.3,4.81,
1990-09-24,392.5,4.82,
1990-09-25,403.75,4.92,
1990-09-26,402.7,4.82,
1990-09-27,403.95,4.77,
1990-09-28,,4.79,
1990-10-01,396.3,4.78,
1990-10-02,387.85,4.69,
1990-10-03,389.4,4.69,
1990-10-04,395.75,4.71,
1990-10-05,395.6,4.71,
1990-10-08,390.8,4.66,
1990-10-09,397,4.69,
1990-10-10,391.8,4.62,
1990-10-11,388,4.38,
1990-10-12,388.25,4.24,
1990-10-15,380.7,4.25,
1990-10-16,364.75,4.2,
1990-10-17,366,4.21,
1990-10-18,367.85,4.24,
1990-10-19,372,4.24,
1990-10-22,367.5,4.23,
1990-10-23,371.65,4.23,
1990-10-24,371.1,4.22,
1990-10-25,375.05,4.23,
1990-10-26,373.7,4.22,
1990-10-29,372.7,4.07,
1990-10-30,373.75,4.13,
1990-10-31,379.5,4.22,
1990-11-01,380.4,4.18,
1990-11-02,377.5,4.28,
1990-11-05,376.9,4.17,
1990-11-06,379.25,4.22,
1990-11-07,385,4.22,
1990-11-08,384.75,4.26,
1990-11-09,385.7,4.24,
1990-11-12,380.7,4.21,
1990-11-13,383.5,4.21,
1990-11-14,383.9,4.2,
1990-11-15,378,4.17,
1990-11-16,376.3,4.14,
1990-11-19,377.8,4.13,
1990-11-20,380,4.14,
1990-11-21,377.3,4.11,
1990-11-22,380,4.15,
1990-11-23,383.6,4.14,
1990-11-26,386.9,4.19,
1990-11-27,383.8,4.12,
1990-11-28,385,4.11,
1990-11-29,386.8,4.13,
1990-11-30,384.85,4.08,
1990-12-03,380.65,4.12,
1990-12-04,377.6,4.16,
1990-12-05,376,4.15,
1990-12-06,370,4.12,
1990-12-07,370.8,4.14,
1990-12-10,374.05,4.09,
1990-12-11,372.1,4.08,
1990-12-12,370.9,4.06,
1990-12-13,372,4.01,
1990-12-14,373.2,3.96,
1990-12-17,376.3,3.95,
1990-12-18,377.4,3.96,
1990-12-19,378.9,3.97,
1990-12-20,385.45,4.1,
1990-12-21,383.75,4.14,
1990-12-24,,4.04,
1990-12-26,384.25,,
1990-12-27,382.8,4.09,
1990-12-28,386.2,4.09,
1990-12-31,,4.19,
1991-01-02,390.8,4.16,
1991-01-03,386.3,4.09,
1991-01-04,387.4,4.21,
1991-01-07,391.1,4.2,
1991-01-08,389.7,4.25,
1991-01-09,387.1,4.08,
1991-01-10,390.55,4.13,
1991-01-11,390.6,4.15,
1991-01-14,398.6,4.19,
1991-01-15,398.5,4.2,
1991-01-16,403,4.22,
1991-01-17,379,4.09,
1991-01-18,378.25,4.04,
1991-01-21,378.2,4.03,
1991-01-22,381,4.02,
1991-01-23,378.3,3.97,
1991-01-24,373,3.87,
1991-01-25,374.25,3.83,
1991-01-28,374.5,3.8,
1991-01-29,376.8,3.85,
1991-01-30,367.1,3.8,
1991-01-31,366,3.82,
1991-02-01,364.5,3.87,
1991-02-04,367.15,3.86,
1991-02-05,366.6,3.82,
1991-02-06,360.75,3.81,
1991-02-07,363.9,3.8,
1991-02-08,370,3.83,
1991-02-11,366.85,3.81,
1991-02-12,364.4,3.66,
1991-02-13,366.75,3.72,
1991-02-14,368.15,3.76,
1991-02-15,365.5,3.81,
1991-02-18,363.75,3.77,
1991-02-19,363,3.74,
1991-02-20,364.65,3.69,
1991-02-21,362.25,3.66,
1991-02-22,358.8,3.62,
1991-02-25,357.65,3.64,
1991-02-26,359.25,3.62,
1991-02-27,360,3.61,
1991-02-28,362.7,3.67,
1991-03-01,366.9,3.75,
1991-03-04,365.45,3.75,
1991-03-05,364.5,3.82,
1991-03-06,366.2,3.83,
1991-03-07,366.5,3.9,
1991-03-08,368.5,4,
1991-03-11,365.85,4.17,
1991-03-12,364.25,3.97,
